unified_id,kg_id,hgnc_id,symbol,entrez_id,ensembl_gene_id,uniprot_ids,refseq_accession,symbol_in_kg,biogrid_id
2004,39308,HGNC:8955,SERPINB9,5272,ENSG00000170542,P50453,NM_004155,SERPINB9,111290
2005,72090,HGNC:9855,RAP1A,5906,ENSG00000116473,P62834,NM_002884,RAP1A,111841
2006,6560,HGNC:18114,KHDRBS2,202559,ENSG00000112232,Q5VWX1,NM_152688,KHDRBS2,128436
2007,72096,HGNC:28430,EMC6,83460,ENSG00000127774,Q9BV81,NM_031298,EMC6,123656
2008,39330,HGNC:26149,SOWAHC,65124,ENSG00000198142,,NM_023016,SOWAHC,122402
2009,39343,HGNC:6055,IMPG1,3617,ENSG00000112706,Q17R60,NM_001563,IMPG1,109830
2010,39347,HGNC:14463,SLC39A11,201266,ENSG00000133195,Q8N1S5,NM_001159770,SLC39A11,128379
2011,6580,HGNC:13814,KCNK15,60598,ENSG00000124249,Q9H427,NM_022358,KCNK15,121944
2012,6590,HGNC:28966,VGLL4,9686,ENSG00000144560,Q14135,NM_014667,VGLL4,115039
2013,39360,HGNC:14952,PPP1R14C,81706,ENSG00000198729,Q8TAE6,NM_030949,PPP1R14C,123578
2014,72129,HGNC:339,APLNR,187,ENSG00000134817,P35414,NM_005161,APLNR,106693
2015,6603,HGNC:3749,FLI1,2313,ENSG00000151702,Q01543,NM_002017,FLI1,108602
2016,72143,HGNC:18235,EPN3,55040,ENSG00000049283,Q9H201,NM_017957,EPN3,120369
2017,72144,HGNC:8716,PCDHGC3,5098,ENSG00000240184,Q9UN70,NM_002588,PCDHGC3,111131
2018,72146,HGNC:29411,TMEM132D,121256,ENSG00000151952,Q14C87,NM_133448,TMEM132D,125713
2019,6617,HGNC:18262,MFN1,55669,ENSG00000171109,Q8IWA4,NM_017927,MFN1,120801
2020,6618,HGNC:2519,CTPS1,1503,ENSG00000171793,P17812,NM_001905,CTPS1,107883
2021,39388,HGNC:30661,UBA2,10054,ENSG00000126261,Q9UBT2,NM_005499,UBA2,115365
2022,6623,HGNC:12424,TULP2,7288,ENSG00000104804,O00295,NM_003323,TULP2,113139
2023,72160,HGNC:8538,P2RX6,9127,ENSG00000099957,O15547,NM_005446,P2RX6,114575
2024,6627,HGNC:28242,HPDL,84842,ENSG00000186603,Q96IR7,NM_032756,HPDL,124294
2025,6641,HGNC:590,BIRC2,329,ENSG00000110330,Q13490,NM_001166,BIRC2,106826
2026,6642,HGNC:17008,TOPBP1,11073,ENSG00000163781,Q92547,NM_007027,TOPBP1,116256
2027,39409,HGNC:395,ALAD,210,ENSG00000148218,P13716,NM_001003945,ALAD,106712
2028,72177,HGNC:31860,FAM53A,152877,ENSG00000174137,Q6NSI3,NM_001013622,FAM53A,127470
2029,6647,HGNC:13761,RBPJL,11317,ENSG00000124232,Q9UBG7,NM_014276,RBPJL,116448
2030,72187,HGNC:1653,CD28,940,ENSG00000178562,P10747,NM_006139,CD28,107378
2031,6653,HGNC:11280,SQSTM1,8878,ENSG00000161011,Q13501,NM_001142298,SQSTM1,114397
2032,6654,HGNC:28642,C19orf18,147685,ENSG00000177025,Q8NEA5,NM_152474,C19orf18,127073
2033,72191,HGNC:11105,SMARCC2,6601,ENSG00000139613,Q8TAQ2,NM_001130420,SMARCC2,112485
2034,39426,HGNC:14307,LRRC1,55227,ENSG00000137269,Q9BTT6,NM_025168,LRRC1,120522
2035,72197,HGNC:6974,MDM4,4194,ENSG00000198625,O15151,NM_002393,MDM4,110359
2036,6665,HGNC:24257,TMBIM4,51643,ENSG00000155957,Q9HC24,NM_016056,TMBIM4,119653
2037,39437,HGNC:18644,KLHL8,57563,ENSG00000145332,Q9P2G9,NM_001292003,KLHL8,121618
2038,72207,HGNC:9669,PTPRE,5791,ENSG00000132334,P23469,NM_001316676,PTPRE,111755
2039,72211,HGNC:17241,TRIM16,10626,ENSG00000221926,O95361,NM_006470,TRIM16,115870
2040,72212,HGNC:28735,ODF3L1,161753,ENSG00000182950,Q8IXM7,NM_175881,ODF3L1,127801
2041,6677,HGNC:19124,FIP1L1,81608,ENSG00000145216,Q6UN15,NM_030917,FIP1L1,123545
2042,6678,HGNC:14671,ACTR5,79913,ENSG00000101442,Q9H9F9,NM_024855,ACTR5,122993
2043,72218,HGNC:14184,UNKL,64718,ENSG00000059145,Q9H9P5,NM_001037125,UNKL,122243
2044,6685,HGNC:995,BCL2L2,599,ENSG00000129473,Q92843,NM_004050,BCL2L2,107071
2045,72223,HGNC:28967,URB2,9816,ENSG00000135763,Q14146,NM_014777,URB2,115155
2046,39459,HGNC:27223,RBM33,155435,ENSG00000184863,Q96EV2,NM_001008408,RBM33,127585
2047,6692,HGNC:1166,RASSF7,8045,ENSG00000099849,Q02833,NM_003475,RASSF7,113735
2048,6693,HGNC:9906,RBFOX2,23543,ENSG00000100320,O43251,NM_001031695,RBFOX2,117087
2049,6698,HGNC:9295,PPP1R7,5510,ENSG00000115685,Q15435,NM_002712,PPP1R7,111502
2050,72235,HGNC:28072,LYRM7,90624,ENSG00000186687,Q5U5X0,NM_181705,LYRM7,124742
2051,39468,HGNC:27334,INTS6L,203522,ENSG00000165359,Q5JSJ4,NM_182540,INTS6L,128475
2052,72240,HGNC:29360,SH3BP5L,80851,ENSG00000175137,Q7L8J4,NM_030645,SH3BP5L,123329
2053,72243,HGNC:91,ACADSB,36,ENSG00000196177,P45954,NM_001609,ACADSB,106554
2054,6708,HGNC:20772,TUBB3,10381,ENSG00000258947,Q13509,NM_006086,TUBB3,115654
2055,39477,HGNC:14056,MRPL2,51069,ENSG00000112651,Q5T653,NM_001300848,MRPL2,119260
2056,39478,HGNC:1692,CD63,967,ENSG00000135404,P08962,NM_001257389,CD63,107405
2057,6709,HGNC:12886,ZNF106,64397,ENSG00000103994,Q9H2Y7,NM_022473,ZNF106,122154
2058,72249,HGNC:2662,DAB2,1601,ENSG00000153071,P98082,NM_001343,DAB2,107971
2059,6719,HGNC:26939,CWC15,51503,ENSG00000150316,Q9P013,NM_016403,CWC15,119575
2060,72259,HGNC:23137,RNF149,284996,ENSG00000163162,Q8NC42,NM_173647,RNF149,129991
2061,72265,HGNC:7957,NPY2R,4887,ENSG00000185149,P49146,NM_000910,NPY2R,110947
2062,6735,HGNC:25095,DCAF15,90379,ENSG00000132017,Q66K64,NM_138353,DCAF15,124705
2063,6739,HGNC:2993,DONSON,29980,ENSG00000159147,Q9NYP3,NM_017613,DONSON,119008
2064,39508,HGNC:29479,CENPK,64105,ENSG00000123219,Q9BS16,NM_022145,CENPK,122063
2065,39509,HGNC:7967,NR1H4,9971,ENSG00000012504,Q96RI1,NM_005123,NR1H4,115296
2066,6753,HGNC:20045,GEMIN7,79760,ENSG00000142252,Q9H840,NM_001007269,GEMIN7,122869
2067,6757,HGNC:11951,TNP1,7141,ENSG00000118245,P09430,NM_003284,TNP1,112995
2068,39526,HGNC:177,ACY1,95,ENSG00000243989,Q03154,NM_000666,ACY1,106610
2069,72296,HGNC:16197,TP53RK,112858,ENSG00000172315,Q96S44,NM_033550,TP53RK,125211
2070,6762,HGNC:13449,SLITRK2,84631,ENSG00000185985,Q9H156,NM_032539,SLITRK2,124160
2071,6763,HGNC:26025,MARCHF5,54708,ENSG00000198060,Q9NX47,NM_017824,MARCHF5,120105
2072,6764,HGNC:7590,MYLK,4638,ENSG00000065534,Q15746,NM_053025,MYLK,110722
2073,39534,HGNC:14108,XPO7,23039,ENSG00000130227,Q9UIA9,NM_015024,XPO7,116678
2074,72307,HGNC:1339,C6,729,ENSG00000039537,P13671,NM_000065,C6,107190
2075,39540,HGNC:25480,TMEM45A,55076,ENSG00000181458,Q9NWC5,NM_018004,TMEM45A,120393
2076,6776,HGNC:11465,SUPT16H,11198,ENSG00000092201,Q9Y5B9,NM_007192,SUPT16H,116367
2077,6782,HGNC:3273,EIF3H,8667,ENSG00000147677,O15372,NM_003756,EIF3H,114216
2078,6783,HGNC:24355,CLEC1A,51267,ENSG00000150048,Q8NC01,NM_016511,CLEC1A,119421
2079,39550,HGNC:17452,AS3MT,57412,ENSG00000214435,Q9HBK9,NM_020682,AS3MT,121513
2080,72320,HGNC:23088,SLC10A7,84068,ENSG00000120519,Q0GE19,NM_032128,SLC10A7,123863
2081,72322,HGNC:10766,SF3A2,8175,ENSG00000104897,Q15428,NM_007165,SF3A2,113826
2082,39563,HGNC:28721,RNF183,138065,ENSG00000165188,Q96D59,NM_145051,RNF183,126500
2083,39564,HGNC:13608,FBXW2,26190,ENSG00000119402,Q9UKT8,NM_001375888,FBXW2,117603
2084,39568,HGNC:28942,KRTCAP2,200185,ENSG00000163463,Q8N6L1,NM_173852,KRTCAP2,128307
2085,39577,HGNC:28991,RUBCN,9711,ENSG00000145016,Q92622,NM_001145642,RUBCN,115062
2086,72347,HGNC:30793,EIF5B,9669,ENSG00000158417,O60841,NM_015904,EIF5B,115024
2087,72349,HGNC:13698,GTSE1,51512,ENSG00000075218,Q9NYZ3,NM_016426,GTSE1,119580
2088,39585,HGNC:11163,SNRPG,6637,ENSG00000143977,P62308,NM_001317165,SNRPG,112521
2089,72356,HGNC:17643,GOPC,57120,ENSG00000047932,Q9HD26,NM_020399,GOPC,121384
2090,6825,HGNC:14884,DNAJA2,10294,ENSG00000069345,O60884,NM_005880,DNAJA2,115582
2091,39596,HGNC:9673,PTPRJ,5795,ENSG00000149177,Q12913,NM_001098503,PTPRJ,111759
2092,72364,HGNC:3824,FPGS,2356,ENSG00000136877,Q05932,NM_001018078,FPGS,108639
2093,6830,HGNC:24149,HES4,57801,ENSG00000188290,Q9HCC6,NM_021170,HES4,121772
2094,39609,HGNC:11619,ELOB,6923,ENSG00000103363,Q15370,NM_007108,ELOB,112785
2095,6851,HGNC:26498,ZNF513,130557,ENSG00000163795,Q8N8E2,NM_144631,ZNF513,126240
2096,72395,HGNC:10299,RPL10A,4736,ENSG00000198755,P62906,NM_007104,RPL10A,110813
2097,39629,HGNC:10535,SAR1B,51128,ENSG00000152700,Q9Y6B6,NM_016103,SAR1B,119315
2098,6862,HGNC:2160,CNR2,1269,ENSG00000188822,P34972,NM_001841,CNR2,107669
2099,6866,HGNC:25678,CLXN,79645,ENSG00000034239,Q9HAE3,NM_024593,EFCAB1,122773
2100,72403,HGNC:21172,ADAT2,134637,ENSG00000189007,Q7Z6V5,NM_001286259,ADAT2,126410
2101,72412,HGNC:11904,TNFRSF10A,8797,ENSG00000104689,O00220,NM_003844,TNFRSF10A,114325
2102,39649,HGNC:12482,UBE2G1,7326,ENSG00000132388,P62253,NM_003342,UBE2G1,113174
2103,6889,HGNC:13870,NUDT21,11051,ENSG00000167005,O43809,NM_007006,NUDT21,116237
2104,72427,HGNC:26933,SPOUT1,51490,ENSG00000198917,Q5T280,NM_016390,SPOUT1,119567
2105,72428,HGNC:24293,CHSY3,337876,ENSG00000198108,Q70JA7,NM_175856,CHSY3,130623
2106,39667,HGNC:17205,PGAP6,58986,ENSG00000129925,Q9HCN3,NM_021259,PGAP6,121856
2107,6901,HGNC:3249,EIF1,10209,ENSG00000173812,P41567,NM_005801,EIF1,115504
2108,6908,HGNC:14376,ACP4,93650,ENSG00000142513,Q9BZG2,NM_033068,ACP4,125045
2109,72451,HGNC:17582,KAT6B,23522,ENSG00000156650,Q8WYB5,NM_012330,KAT6B,117069
2110,6917,HGNC:4380,GNA12,2768,ENSG00000146535,Q03113,NM_007353,GNA12,109030
2111,39685,HGNC:18870,POLN,353497,ENSG00000130997,Q7Z5Q5,NM_181808,POLN,131695
2112,72456,HGNC:9369,PRIM1,5557,ENSG00000198056,P49642,NM_000946,PRIM1,111547
2113,6921,HGNC:28535,CCDC83,220047,ENSG00000150676,,NM_173556,CCDC83,128621
2114,39692,HGNC:1380,CA6,765,ENSG00000131686,P23280,NM_001215,CA6,107220
2115,6925,HGNC:597,APLP1,333,ENSG00000105290,P51693,NM_001024807,APLP1,106830
2116,72464,HGNC:16089,PGRMC2,10424,ENSG00000164040,O15173,NM_006320,PGRMC2,115693
2117,39703,HGNC:11648,TCL1A,8115,ENSG00000100721,P56279,NM_001098725,TCL1A,113783
2118,39704,HGNC:1502,CASP14,23581,ENSG00000105141,P31944,NM_012114,CASP14,117116
2119,72471,HGNC:864,ATP6V1G1,9550,ENSG00000136888,O75348,NM_004888,ATP6V1G1,114922
2120,6938,HGNC:29094,CLUH,23277,ENSG00000132361,O75153,NM_015229,CLUH,116878
2121,6942,HGNC:22986,COL27A1,85301,ENSG00000196739,Q8IZC6,NM_032888,COL27A1,124464
2122,6945,HGNC:9005,PITX2,5308,ENSG00000164093,Q99697,NM_000325,PITX2,111325
2123,72481,HGNC:7108,MKKS,8195,ENSG00000125863,Q9NPJ1,NM_001394148,MKKS,113837
2124,39715,HGNC:12659,VAV3,10451,ENSG00000134215,Q9UKW4,NM_006113,VAV3,115715
2125,72485,HGNC:33857,FBXO48,554251,ENSG00000204923,Q5FWF7,NM_001024680,FBXO48,299847
2126,72488,HGNC:26814,RILPL1,353116,ENSG00000188026,Q5EBL4,NM_178314,RILPL1,131631
2127,72489,HGNC:6329,KIR2DL1,3802,ENSG00000125498,P43626,NM_014218,KIR2DL1,110003
2128,39727,HGNC:18695,ST18,9705,ENSG00000147488,O60284,NM_001352826,ST18,115057
2129,72496,HGNC:2363,CRKL,1399,ENSG00000099942,P46109,NM_005207,CRKL,107789
2130,6961,HGNC:9207,CNOT8,9337,ENSG00000155508,Q9UFF9,NM_004779,CNOT8,114744
2131,72504,HGNC:11784,THBD,7056,ENSG00000178726,P07204,NM_000361,THBD,112914
2132,72510,HGNC:7573,MYH3,4621,ENSG00000109063,P11055,NM_002470,MYH3,110706
2133,39744,HGNC:3691,FGFR4,2264,ENSG00000160867,P22455,NM_001291980,FGFR4,108555
2134,39749,HGNC:25128,OXNAD1,92106,ENSG00000154814,Q96HP4,NM_138381,OXNAD1,124910
2135,72529,HGNC:30367,S100Z,170591,ENSG00000171643,Q8WXG8,NM_130772,S100Z,128065
2136,72531,HGNC:1949,CHRD,8646,ENSG00000090539,Q9H2X0,NM_003741,CHRD,114198
2137,7002,HGNC:17838,NIFK,84365,ENSG00000155438,Q9BYG3,NM_032390,NIFK,124066
2138,39771,HGNC:22234,KCTD13,253980,ENSG00000174943,Q8WZ19,NM_178863,KCTD13,129001
2139,39772,HGNC:7775,NFATC1,4772,ENSG00000131196,O95644,NM_172390,NFATC1,110845
2140,72548,HGNC:14971,SNX7,51375,ENSG00000162627,Q9UNH6,NM_001364903,SNX7,119508
2141,72552,HGNC:19869,SCARF2,91179,ENSG00000244486,Q96GP6,NM_153334,SCARF2,124803
2142,72554,HGNC:30629,SPSB3,90864,ENSG00000162032,Q6PJ21,NM_080861,SPSB3,124775
2143,39787,HGNC:24549,MRFAP1,93621,ENSG00000179010,Q9Y605,NM_033296,MRFAP1,125039
2144,72563,HGNC:777,ZFHX3,463,ENSG00000140836,Q15911,NM_006885,ZFHX3,106954
2145,7029,HGNC:17223,UST,10090,ENSG00000111962,Q9Y2C2,NM_005715,UST,115398
2146,72572,HGNC:3501,EVI5,7813,ENSG00000067208,O60447,NM_005665,EVI5,113584
2147,39805,HGNC:23197,SEC31B,25956,ENSG00000075826,Q9NQW1,NM_015490,SEC31B,117447
2148,72576,HGNC:3228,EFNB3,1949,ENSG00000108947,Q15768,NM_001406,EFNB3,108269
2149,72577,HGNC:9196,POLR2I,5438,ENSG00000105258,P36954,NM_006233,POLR2I,111434
2150,72578,HGNC:31088,ALG10B,144245,ENSG00000175548,Q5I7T1,NM_001013620,ALG10B,126840
2151,72585,HGNC:12500,UBE4B,10277,ENSG00000130939,O95155,NM_006048,UBE4B,115566
2152,7050,HGNC:3018,SLC26A3,1811,ENSG00000091138,P40879,NM_000111,SLC26A3,108145
2153,7051,HGNC:16111,SOGA1,140710,ENSG00000149639,O94964,NM_199181,SOGA1,126666
2154,39822,HGNC:4765,H3-3B,3021,ENSG00000132475,,NM_005324,H3-3B,109273
2155,7055,HGNC:12947,ZNF16,7564,ENSG00000170631,P17020,NM_006958,ZNF16,113395
2156,7056,HGNC:16064,GGA2,23062,ENSG00000103365,Q9UJY4,NM_015044,GGA2,116697
2157,7059,HGNC:25522,WRAP53,55135,ENSG00000141499,Q9BUR4,NM_018081,WRAP53,120440
2158,39829,HGNC:20351,OTUB2,78990,ENSG00000089723,Q96DC9,NM_023112,OTUB2,122461
2159,39832,HGNC:10494,S100A4,6275,ENSG00000196154,P26447,NM_002961,S100A4,112183
2160,7068,HGNC:30914,WDR48,57599,ENSG00000114742,Q8TAF3,NM_020839,WDR48,121649
2161,72612,HGNC:6142,ITGA6,3655,ENSG00000091409,P23229,NM_000210,ITGA6,109864
2162,7077,HGNC:14045,MRPS26,64949,ENSG00000125901,Q9BYN8,NM_030811,MRPS26,122356
2163,39846,HGNC:9232,PPARA,5465,ENSG00000186951,Q07869,NM_001001928,PPARA,111461
2164,72616,HGNC:17872,ARMT1,79624,ENSG00000146476,Q9H993,NM_024573,ARMT1,122754
2165,72619,HGNC:11629,TCF19,6941,ENSG00000137310,Q9Y242,NM_007109,TCF19,112801
2166,72622,HGNC:16731,FBXO32,114907,ENSG00000156804,Q969P5,NM_001242463,FBXO32,125395
2167,7097,HGNC:1764,CDH5,1003,ENSG00000179776,P33151,NM_001795,CDH5,107438
2168,39866,HGNC:23785,PIKFYVE,200576,ENSG00000115020,Q9Y2I7,NM_015040,PIKFYVE,128336
2169,39873,HGNC:3492,ETV3,2117,ENSG00000117036,P41162,NM_005240,ETV3,108418
2170,39879,HGNC:6395,KPNA2,3838,ENSG00000182481,P52292,NM_002266,KPNA2,110036
2171,7125,HGNC:950,BAP1,8314,ENSG00000163930,Q92560,NM_004656,BAP1,113911
2172,7130,HGNC:1864,CES2,8824,ENSG00000172831,O00748,NM_003869,CES2,114351
2173,7134,HGNC:18681,DDX46,9879,ENSG00000145833,Q7L014,NM_014829,DDX46,115210
2174,72680,HGNC:20790,ATG4B,23192,ENSG00000168397,Q9Y4P1,NM_013325,ATG4B,116801
2175,39915,HGNC:8822,PEA15,8682,ENSG00000162734,Q15121,NM_003768,PEA15,114230
2176,72687,HGNC:8976,PIK3CB,5291,ENSG00000051382,P42338,NM_001256045,PIK3CB,111309
2177,7159,HGNC:30760,TMEM165,55858,ENSG00000134851,Q9HC07,NM_018475,TMEM165,120960
2178,72699,HGNC:23168,FANCM,57697,ENSG00000187790,Q8IYD8,NM_020937,FANCM,121722
2179,7166,HGNC:12776,WNT11,7481,ENSG00000085741,O96014,NM_004626,WNT11,113318
2180,39935,HGNC:4620,GSN,2934,ENSG00000148180,P06396,NM_000177,GSN,109189
2181,7172,HGNC:30046,PINX1,54984,ENSG00000254093,Q96BK5,NM_017884,PINX1,120319
2182,7173,HGNC:8095,OAZ1,4946,ENSG00000104904,P54368,NM_004152,OAZ1,111000
2183,39943,HGNC:694,ARL3,403,ENSG00000138175,P36405,NM_004311,ARL3,106896
2184,72713,HGNC:28200,ZNF764,92595,ENSG00000169951,Q96H86,NM_033410,ZNF764,124959
2185,39948,HGNC:10333,RPL30,6156,ENSG00000156482,P62888,NM_000989,RPL30,112075
2186,7182,HGNC:13516,BIRC6,57448,ENSG00000115760,Q9NR09,NM_016252,BIRC6,121521
2187,72721,HGNC:24764,SMTNL2,342527,ENSG00000188176,Q2TAL5,NM_198501,SMTNL2,131181
2188,72723,HGNC:6017,IL5RA,3568,ENSG00000091181,Q01344,NM_000564,IL5RA,109782
2189,39956,HGNC:29090,SMCHD1,23347,ENSG00000101596,A6NHR9,NM_015295,SMCHD1,116929
2190,7190,HGNC:2033,CLDN10,9071,ENSG00000134873,P78369,NM_006984,CLDN10,114529
2191,39961,HGNC:9016,PKHD1,5314,ENSG00000170927,P08F94,NM_138694,PKHD1,111331
2192,7197,HGNC:23375,GAPVD1,26130,ENSG00000165219,Q14C86,NM_001282679,GAPVD1,117568
2193,72733,HGNC:27411,SYCE2,256126,ENSG00000161860,Q6PIF2,NM_001105578,SYCE2,129139
2194,72734,HGNC:14729,OR2A4,79541,ENSG00000180658,O95047,NM_030908,OR2A4,122708
2195,72738,HGNC:12312,HMGN3,9324,ENSG00000118418,Q15651,NM_004242,HMGN3,114734
2196,39976,HGNC:4387,GNAI3,2773,ENSG00000065135,P08754,NM_006496,GNAI3,109035
2197,72749,HGNC:9968,REV3L,5980,ENSG00000009413,O60673,NM_002912,REV3L,111912
2198,39984,HGNC:28633,ARRDC1,92714,ENSG00000197070,Q8N5I2,NM_152285,ARRDC1,124970
2199,7217,HGNC:1421,SLC25A20,788,ENSG00000178537,O43772,NM_000387,SLC25A20,107241
2200,39988,HGNC:26906,PRSS36,146547,ENSG00000178226,Q5K4E3,NM_173502,PRSS36,126997
2201,7221,HGNC:25740,CEP78,84131,ENSG00000148019,Q5JTW2,NM_001098802,CEP78,123903
2202,7223,HGNC:1362,FRRS1L,23732,ENSG00000260230,Q9P0K9,NM_014334,FRRS1L,117238
2203,39993,HGNC:6158,ITGB4,3691,ENSG00000132470,P16144,NM_000213,ITGB4,109897
2204,72763,HGNC:3094,DYRK3,8444,ENSG00000143479,O43781,NM_003582,DYRK3,114022
2205,39996,HGNC:30541,ERI2,112479,ENSG00000196678,A8K979,NM_080663,ERI2,125189
2206,72765,HGNC:26441,SLC6A18,348932,ENSG00000164363,Q96N87,NM_182632,SLC6A18,131540
2207,72767,HGNC:16682,ZBTB33,10009,ENSG00000177485,Q86T24,NM_006777,ZBTB33,115327
2208,40010,HGNC:13838,ADGRA1,84435,ENSG00000197177,Q86SQ6,NM_001083909,ADGRA1,124075
2209,7243,HGNC:28997,SECISBP2L,9728,ENSG00000138593,Q93073,NM_014701,SECISBP2L,115077
2210,40011,HGNC:3071,DUSP5,1847,ENSG00000138166,Q16690,NM_004419,DUSP5,108180
2211,40012,HGNC:18189,EXOSC4,54512,ENSG00000178896,Q9NPD3,NM_019037,EXOSC4,120007
2212,72783,HGNC:4180,GBE1,2632,ENSG00000114480,Q04446,NM_000158,GBE1,108902
2213,40016,HGNC:10301,RPL11,6135,ENSG00000142676,P62913,NM_000975,RPL11,112055
2214,7251,HGNC:32397,DNAJB3,414061,ENSG00000227802,Q8WWF6,NM_001001394,DNAJB3,135928
2215,72789,HGNC:417,ALDOB,229,ENSG00000136872,P05062,NM_000035,ALDOB,106730
2216,40027,HGNC:29938,CACTIN,58509,ENSG00000105298,Q8WUQ7,NM_001080543,CACTIN,121836
2217,7263,HGNC:6743,CAPRIN1,4076,ENSG00000135387,Q14444,NM_005898,CAPRIN1,110252
2218,7268,HGNC:2597,CYP1B1,1545,ENSG00000138061,Q16678,NM_000104,CYP1B1,107925
2219,72809,HGNC:19941,AQP12A,375318,ENSG00000184945,Q8IXF9,NM_198998,AQP12A,131971
2220,7274,HGNC:6546,COG2,22796,ENSG00000135775,Q14746,NM_007357,COG2,116477
2221,40044,HGNC:17074,SARM1,23098,ENSG00000004139,Q6SZW1,NM_015077,SARM1,116726
2222,7279,HGNC:21050,CDKAL1,54901,ENSG00000145996,Q5VV42,NM_017774,CDKAL1,120247
2223,72815,HGNC:24921,EIF2AK1,27102,ENSG00000086232,Q9BQI3,NM_014413,EIF2AK1,118002
2224,40046,HGNC:4408,GNG5,2787,ENSG00000174021,P63218,NM_005274,GNG5,109049
2225,40054,HGNC:484,ANGPT1,284,ENSG00000154188,Q15389,NM_001146|NM_139290,ANGPT1,106781
2226,40055,HGNC:17792,VTI1A,143187,ENSG00000151532,Q96AJ9,NM_001318203,VTI1A,126789
2227,72826,HGNC:14279,MRPL14,64928,ENSG00000180992,Q6P1L8,NM_032111,MRPL14,122350
2228,72827,HGNC:13596,FBXO25,26260,ENSG00000147364,Q8TCJ0,NM_012173,FBXO25,117646
2229,40063,HGNC:8702,PCDHGA4,56111,ENSG00000262576,Q9Y5G9,NM_018917,PCDHGA4,121051
2230,40065,HGNC:3287,EIF4E,1977,ENSG00000151247,P06730,NM_001968,EIF4E,108292
2231,7302,HGNC:7968,NR1I2,8856,ENSG00000144852,O75469,NM_003889,NR1I2,114380
2232,40079,HGNC:20320,PSPC1,55269,ENSG00000121390,Q8WXF1,NM_001042414,PSPC1,120558
2233,7312,HGNC:24567,RPAP1,26015,ENSG00000103932,Q9BWH6,NM_015540,RPAP1,117487
2234,72848,HGNC:27025,C4orf33,132321,ENSG00000151470,,NM_173487,C4orf33,126319
2235,7316,HGNC:29436,GLMP,112770,ENSG00000198715,Q8WWB7,NM_144580,GLMP,125204
2236,40088,HGNC:21044,PITPNM2,57605,ENSG00000090975,Q9BZ72,NM_020845,PITPNM2,121653
2237,72862,HGNC:8756,PCYT2,5833,ENSG00000185813,Q99447,NM_002861,PCYT2,111791
2238,7328,HGNC:5024,HNF4A,3172,ENSG00000101076,P41235,NM_000457,HNF4A,109414
2239,72865,HGNC:16407,ABHD11,83451,ENSG00000106077,Q8NFV4,NM_001145364,ABHD11,123653
2240,7332,HGNC:1058,BLM,641,ENSG00000197299,P54132,NM_000057,BLM,107110
2241,7337,HGNC:23682,PLPP6,403313,ENSG00000205808,Q8IY26,NM_203453,PLPP6,135624
2242,72875,HGNC:4375,GML,2765,ENSG00000104499,Q99445,NM_002066,GML,109027
2243,40108,HGNC:30526,STIMATE,375346,ENSG00000213533,Q86TL2,NM_198563,STIMATE,131975
2244,7344,HGNC:30590,TMEM50A,23585,ENSG00000183726,O95807,NM_014313,TMEM50A,117120
2245,40117,HGNC:5461,IGBP1,3476,ENSG00000089289,P78318,NM_001370192,IGBP1,109698
2246,72887,HGNC:14343,C1QTNF6,114904,ENSG00000133466,Q9BXI9,NM_182486,C1QTNF6,125393
2247,40121,HGNC:1875,CFL2,1073,ENSG00000165410,Q9Y281,NM_138638,CFL2,107500
2248,72895,HGNC:4066,GAB1,2549,ENSG00000109458,Q13480,NM_002039,GAB1,108824
2249,40128,HGNC:28212,NAA38,84316,ENSG00000183011,Q9BRA0,NM_032356,NAA38,124042
2250,72898,HGNC:29295,HNRNPCL1,343069,ENSG00000179172,O60812,NM_001013631,HNRNPCL1,131227
2251,40135,HGNC:24222,CDC20B,166979,ENSG00000164287,Q86Y33,NM_152623,CDC20B,127940
2252,40136,HGNC:9972,RFC4,5984,ENSG00000163918,P35249,NM_002916,RFC4,111916
2253,72905,HGNC:2771,CFD,1675,ENSG00000197766,P00746,NM_001928,CFD,108039
2254,72904,HGNC:29237,WWC3,55841,ENSG00000047644,Q9ULE0,NM_015691,WWC3,120944
2255,72912,HGNC:791,ATF6,22926,ENSG00000118217,P18850,NM_007348,ATF6,116586
2256,72913,HGNC:12557,UHRF2,115426,ENSG00000147854,Q96PU4,NM_152306,UHRF2,125434
2257,72916,HGNC:25930,PRPF38A,84950,ENSG00000134748,Q8NAV1,NM_032864,PRPF38A,124382
2258,72918,HGNC:20076,USP47,55031,ENSG00000170242,Q96K76,NM_017944,USP47,120360
2259,72919,HGNC:7981,NR4A2,4929,ENSG00000153234,P43354,NM_006186,NR4A2,110983
2260,7387,HGNC:3817,FOXL1,2300,ENSG00000176678,Q12952,NM_005250,FOXL1,108589
2261,40156,HGNC:16885,SH2D3A,10045,ENSG00000125731,Q9BRG2,NM_005490,SH2D3A,115356
2262,7394,HGNC:27984,ZNF517,340385,ENSG00000197363,Q6ZMY9,NM_213605,ZNF517,131045
2263,7395,HGNC:15446,PRPF31,26121,ENSG00000105618,Q8WWY3,NM_015629,PRPF31,117563
2264,72933,HGNC:10433,RPS6KA4,8986,ENSG00000162302,O75676,NM_003942,RPS6KA4,114468
2265,7399,HGNC:29431,PEAK1,79834,ENSG00000173517,Q9H792,NM_001385026,PEAK1,122926
2266,7400,HGNC:13411,PHTF2,57157,ENSG00000006576,Q8N3S3,NM_020432,PHTF2,121413
